X,Pitch,Smooth
1144,246.844,1.81681789
1145,248.792,1.82326391
1146,250.751,1.829754566
1147,250.798,1.829948541
1148,250.779,1.829855458
1149,250.785,1.829905521
1150,250.768,1.82983828
1151,250.774,1.829841659
1152,246.863,1.816875356
1153,246.859,1.816845902
1154,244.877,1.810303636
1155,244.891,1.810384823
1156,242.957,1.803992879
1157,240.993,1.797438197
1158,242.954,1.80401754
1159,241.001,1.797514809
1160,242.952,1.803955049
1161,242.928,1.80384637
1162,242.924,1.803854414
1163,240.961,1.797305927
1164,244.876,1.815573689
1165,240.977,1.792309589
1166,242.958,1.798820303
1167,246.851,1.816859975
1168,248.794,1.823270528
1169,250.777,1.829859824
1170,246.856,1.816922476
1171,244.88,1.81032697
1172,246.85,1.816826933
1173,248.798,1.82328104
1174,248.802,1.828624621
1175,250.761,1.835185148
1176,250.761,1.835148988
1177,252.685,1.841570803
1178,252.719,1.841700861
1179,250.753,1.835141814
1180,248.85,1.823545764
1181,250.805,1.830015653
1182,248.843,1.823503521
1183,250.772,1.829911936
1184,248.836,1.82347218
1185,248.821,1.823381669
1186,248.834,1.823435587
1187,248.842,1.823483861
1188,250.757,1.829801879
1189,250.742,1.82972753
1190,250.758,1.829780475
1191,250.791,1.829936363
1192,250.795,1.829944107
1193,250.778,1.829934539
1194,250.772,1.829906443
1195,248.826,1.823455438
1196,248.795,1.823276561
1197,248.82,1.823411057
1198,248.843,1.823498071
1199,248.832,1.823434418
1200,244.89,1.805159279
1201,240.968,1.792222693
1202,239.033,1.785886894
1203,239.042,1.78595266
1204,240.995,1.792376587
1205,244.871,1.81023016
1206,239.047,1.785938091
1207,239.04,1.785899573
1208,238.986,1.785670374
1209,238.995,1.785694796
1210,237.061,1.77445353
1211,238.993,1.785703719
1212,239.011,1.785791311
1213,235.143,1.768197663
1214,235.1,1.767996969
1215,235.139,1.768162009
1216,235.138,1.768143686
1217,238.987,1.785650416
1218,238.992,1.785661687
1219,239.017,1.785780037
1220,237.08,1.774525722
1221,237.069,1.774492316
1222,235.131,1.768100745
1223,240.978,1.792271198
1224,239.023,1.785830763
1225,235.132,1.768141651
1226,235.088,1.767950242
1227,235.09,1.76793169
1228,235.127,1.768090187
1229,235.134,1.768138147
1230,235.094,1.767957299
1231,235.044,1.76773378
1232,235.083,1.76791635
1233,235.1,1.767996969
1234,235.085,1.767940442
1235,238.994,1.785704423
1236,235.139,1.7681595
1237,237.033,1.77429123
1238,237.071,1.774443189
1239,237.083,1.774495039
1240,240.941,1.79207924
1241,237.061,1.77444341
1242,238.992,1.785674601
1243,235.121,1.768083132
1244,235.127,1.768090187
1245,235.084,1.767894532
1246,235.092,1.767928189
1247,235.085,1.767887766
1248,235.073,1.767823488
1249,233.153,1.761614347
1250,233.137,1.761584471
1251,233.149,1.761608744
1252,237.048,1.779301729
1253,237.058,1.779319232
1254,239.034,1.785900517
1255,237.061,1.779318847
1256,239.033,1.785904981
1257,239.045,1.785952188
1258,239.036,1.785912261
1259,238.976,1.785609089
1260,239.041,1.785923532
1261,239.051,1.785953826
1262,239.031,1.785906157
1263,237.058,1.779303861
1264,239.022,1.785848145
1265,237.062,1.779347755
1266,239.022,1.785881734
1267,235.09,1.772831722
1268,233.14,1.761636568
1269,231.18,1.755154572
1270,231.155,1.755040846
1271,233.084,1.761359108
1272,233.088,1.761337357
1273,233.159,1.761643898
1274,233.186,1.761789332
1275,237.042,1.779310186
1276,235.11,1.768087345
1277,235.128,1.768148659
1278,238.985,1.785625762
1279,238.994,1.785704423
1280,235.127,1.768142882
1281,235.106,1.768056713
1282,237.022,1.779180391
1283,237.069,1.779386141
1284,237.046,1.779300278
1285,235.104,1.768060215
1286,233.099,1.761393182
1287,233.095,1.761390065
1288,229.211,1.744010387
1289,231.13,1.754936993
1290,227.225,1.737520814
1291,227.257,1.737665381
1292,221.371,1.71399175
1293,221.399,1.714112001
1294,221.35,1.713894085
1295,221.385,1.714050722
1296,217.476,1.697047398
1297,217.449,1.696936287
1298,217.45,1.696937258
1299,221.363,1.713952131
1300,219.425,1.70331907
1301,217.455,1.696973388
1302,217.447,1.69693211
1303,217.475,1.697037491
1304,219.418,1.703287616
1305,223.327,1.72032138
1306,221.382,1.714043349
1307,227.268,1.73770827
1308,225.279,1.731192672
1309,223.343,1.720391575
1310,225.278,1.731208413
1311,225.278,1.731201293
1312,225.289,1.731253611
1313,225.311,1.731346384
1314,225.318,1.731380976
1315,225.298,1.731320804
1316,229.202,1.748654263
1317,229.171,1.748543226
1318,225.287,1.731261361
1319,225.303,1.731315669
1320,227.27,1.737726736
1321,231.13,1.754941925
1322,233.105,1.761465013
1323,233.115,1.761497679
1324,231.132,1.754955855
1325,231.137,1.754962323
1326,225.312,1.73134963
1327,225.273,1.731192184
1328,225.291,1.731274344
1329,225.29,1.731261604
1330,223.314,1.724786602
1331,225.278,1.731170441
1332,225.281,1.731189671
1333,225.279,1.731180806
1334,219.429,1.707735031
1335,219.438,1.707770908
1336,219.425,1.707726695
1337,223.32,1.724813133
1338,221.374,1.714038274
1339,219.413,1.707685708
1340,221.379,1.714047492
1341,225.275,1.731186809
1342,225.301,1.731283067
1343,227.268,1.737715454
1344,227.265,1.737715295
1345,225.31,1.731355008
1346,223.352,1.724982878
1347,223.354,1.725008196
1348,221.399,1.718645927
1349,223.339,1.7249548
1350,244.936,1.805379367
1351,250.77,1.829866868
1352,254.675,1.848288933
1353,252.735,1.841768168
1354,250.752,1.829763366
1355,250.767,1.829818495
1356,250.791,1.829958335
1357,250.763,1.829846449
1358,248.813,1.823396067
1359,246.874,1.816955008
1360,246.835,1.816793514
1361,246.846,1.816827211
1362,244.894,1.810338438
1363,244.873,1.810255545
1364,246.835,1.816766487
1365,246.85,1.816813418
1366,246.85,1.81680531
1367,248.802,1.823299724
1368,248.817,1.823376606
1369,248.809,1.82337193
1370,246.851,1.816884303
1371,241.005,1.792440733
1372,239.003,1.78574951
1373,238.988,1.785684698
1374,235.074,1.767881934
1375,231.201,1.750491778
1376,231.158,1.750325406
1377,233.12,1.761469238
1378,231.161,1.750340015
1379,233.149,1.761608744
1380,233.137,1.761549643
1381,235.072,1.767892959
1382,237.05,1.779280123
1383,237.059,1.779350703
1384,233.086,1.76135818
1385,233.143,1.761618999
1386,235.078,1.772794814
1387,233.144,1.761619778
1388,233.147,1.761644507
1389,235.083,1.772836657
1390,233.147,1.761659436
1391,231.196,1.755275916
1392,233.107,1.766312834
1393,231.183,1.755221111
1394,231.182,1.755227713
1395,235.049,1.772724882
1396,235.052,1.772719502
1397,235.061,1.772749089
1398,233.114,1.761521776
1399,227.216,1.737470059
1400,223.331,1.720322665
1401,223.357,1.720446027
1402,219.437,1.703357533
1403,227.262,1.737662456
1404,231.15,1.755031913
1405,225.295,1.731258845
1406,225.261,1.731129503
1407,225.286,1.735896883
1408,223.31,1.729404156
1409,221.385,1.718581825
1410,221.36,1.718475026
1411,221.37,1.718519144
1412,213.536,1.688699175
1413,215.478,1.699374556
1414,217.408,1.710119318
1415,219.456,1.716930465
1416,223.358,1.734358253
1417,217.456,1.719595489
1418,207.679,1.696276205
1419,217.41,1.714710726
1420,217.414,1.714745023
1421,209.613,1.676107719
1422,203.725,1.665470035
1423,201.816,1.659294565
1424,201.831,1.663612152
1425,229.197,1.822390705
1426,244.897,1.917402771
1427,190.024,1.628766747
1428,193.957,1.641808183
1429,197.838,1.646214752
1430,195.905,1.639957272
1431,192.016,1.631320072
1432,195.899,1.644059271
1433,186.142,1.620004197
1434,192.006,1.652267408
1435,186.108,1.632209717
1436,184.187,1.617523896
1437,182.206,1.606859754
1438,170.463,1.571486523
1439,174.399,1.577143784
1440,174.33,1.569454652
1441,172.453,1.563384101
1442,164.566,1.530777592
1443,164.592,1.530907683
1444,168.467,1.543385844
1445,172.387,1.556001006
1446,174.311,1.569349813
1447,172.361,1.56300262
1448,170.479,1.549873723
1449,168.458,1.539896609
1450,182.159,1.614695957
1451,190.021,1.65864708
1452,190.017,1.658660612
1453,188.101,1.647616982
1454,188.084,1.647549534
1455,190.088,1.663464895
1456,190.033,1.663265983
1457,184.196,1.642861879
1458,199.789,1.721932341
1459,188.081,1.66089569
1460,184.189,1.647271948
1461,170.5,1.583055484
1462,172.431,1.593607133
1463,168.529,1.565017836
1464,168.488,1.564863334
1465,168.507,1.568625334
1466,170.418,1.571291606
1467,170.43,1.571349072
1468,176.377,1.611384182
1469,182.214,1.640306705
1470,178.285,1.61797227
1471,193.94,1.599044321
1472,199.805,1.620903862
1473,195.865,1.601321978
1474,193.93,1.595386849
1475,197.831,1.611047792
1476,199.828,1.620998493
1477,201.771,1.630843883
1478,201.783,1.627087619
1479,205.673,1.651014317
1480,203.762,1.644981783
1481,203.745,1.64099781
1482,205.687,1.651062752
1483,203.734,1.640910778
1484,203.775,1.641090176
1485,205.726,1.64718947
1486,203.766,1.637071359
1487,201.806,1.627129863
1488,207.675,1.657344981
1489,211.587,1.6739298
1490,209.627,1.663540368
1491,203.755,1.63709274
1492,207.668,1.653300826
1493,205.713,1.643170691
1494,201.795,1.627101526
1495,201.765,1.626975175
1496,193.942,1.595410895
1497,199.814,1.6171861
1498,211.569,1.665560383
1499,219.422,1.698887434
1500,211.601,1.678182249
