Frame,Time,X,Y
105,4.2,154.359164,181.469783
106,4.24,154.377588,181.46907
107,4.28,154.390496,181.477648
108,4.32,154.396491,181.470519
109,4.36,154.393891,181.483206
110,4.4,154.394339,181.480792
111,4.44,154.412628,181.491587
112,4.48,154.437845,181.505296
113,4.52,154.484507,181.503123
114,4.56,154.521383,181.512142
115,4.6,154.566711,181.529122
116,4.64,154.619504,181.551081
117,4.68,154.6369,181.567681
118,4.72,154.651018,181.571151
119,4.76,154.653331,181.571741
120,4.8,154.644734,181.572676
121,4.84,154.645495,181.580458
122,4.88,154.645224,181.57249
123,4.92,154.642712,181.569972
124,4.96,154.626508,181.582691
125,5,154.621716,181.576462
126,5.04,154.613788,181.569868
127,5.08,154.609155,181.56099
128,5.12,154.61542,181.564619
129,5.16,154.624664,181.553922
130,5.2,154.647664,181.544034
131,5.24,154.659233,181.519629
132,5.28,154.662828,181.507237
133,5.32,154.682679,181.492298
134,5.36,154.676175,181.495612
135,5.4,154.69671,181.4699
136,5.44,154.702114,181.459963
137,5.48,154.740263,181.437643
138,5.52,154.73505,181.463368
139,5.56,154.767435,181.524748
140,5.6,154.813387,181.573703
141,5.64,154.950022,181.577734
142,5.68,155.066193,181.599448
143,5.72,155.235434,181.487245
144,5.76,155.384512,181.313935
145,5.8,155.550991,181.118219
146,5.84,155.803778,180.88637
147,5.88,156.182777,180.635184
148,5.92,156.665316,180.291884
149,5.96,157.263516,179.88481
150,6,158.055195,179.36093
151,6.04,158.94207,178.727163
152,6.08,159.77927,178.016389
153,6.12,160.350719,177.463192
154,6.16,160.480119,177.069125
155,6.2,160.492004,176.713795
156,6.24,160.320534,176.347356
157,6.28,160.110304,176.110132
158,6.32,159.795281,176.058417
159,6.36,159.241971,176.169485
160,6.4,158.453742,176.352593
161,6.44,157.641494,176.56045
162,6.48,156.869588,176.591299
163,6.52,156.134626,176.599986
164,6.56,155.433285,176.558994
165,6.6,154.930924,176.469971
166,6.64,154.463007,176.418757
167,6.68,154.064246,176.418318
168,6.72,153.749783,176.512518
169,6.76,153.448065,176.585676
170,6.8,153.170663,176.642746
171,6.84,152.898858,176.723564
172,6.88,152.715701,176.787304
173,6.92,152.551731,176.894021
174,6.96,152.4054,177.003427
175,7,152.281071,177.078276
176,7.04,152.144471,177.165092
177,7.08,152.026536,177.148847
178,7.12,151.844818,177.069251
179,7.16,151.712826,176.967028
180,7.2,151.559077,176.9214
181,7.24,151.463075,176.966767
182,7.28,151.366838,177.100906
183,7.32,151.321119,177.308513
184,7.36,151.283134,177.528568
185,7.4,151.202101,177.778977
186,7.44,151.061963,177.921604
187,7.48,150.91575,177.983406
188,7.52,150.717117,177.979934
189,7.56,150.573597,177.948615
190,7.6,150.457484,177.919278
191,7.64,150.398966,177.916635
192,7.68,150.361422,177.955318
193,7.72,150.345303,178.04008
194,7.76,150.324346,178.092382
195,7.8,150.30653,178.103946
196,7.84,150.257305,178.110654
197,7.88,150.22439,178.109096
198,7.92,150.215185,178.084774
199,7.96,150.204707,178.064221
200,8,150.209217,178.045833
201,8.04,150.229526,178.013062
202,8.08,150.250698,178.000064
203,8.12,150.292228,177.961732
204,8.16,150.327875,177.90352
205,8.2,150.357668,177.882959
206,8.24,150.331025,177.847511
207,8.28,150.332298,177.782326
208,8.32,150.340335,177.745722
209,8.36,150.327945,177.746682
210,8.4,150.376848,177.755404
211,8.44,150.439388,177.772046
212,8.48,150.516347,177.793745
213,8.52,150.566746,177.808822
214,8.56,150.588047,177.811683
215,8.6,150.593236,177.834275
216,8.64,150.599778,177.847864
217,8.68,150.58689,177.870682
218,8.72,150.577573,177.90249
219,8.76,150.598977,177.921567
220,8.8,150.598478,177.955977
221,8.84,150.594442,177.985142
222,8.88,150.601695,177.997211
223,8.92,150.609403,178.016044
224,8.96,150.618781,178.022124
225,9,150.615001,178.045256
226,9.04,150.599067,178.052528
227,9.08,150.609194,178.077924
228,9.12,150.625179,178.106237
229,9.16,150.64221,178.129339
230,9.2,150.639901,178.165576
231,9.24,150.636621,178.202046
232,9.28,150.615365,178.232004
233,9.32,150.567837,178.267604
234,9.36,150.517438,178.31938
235,9.4,150.491719,178.34549
236,9.44,150.461573,178.389889
237,9.48,150.457556,178.396961
238,9.52,150.443619,178.425481
239,9.56,150.453609,178.440083
240,9.6,150.459282,178.451334
241,9.64,150.444638,178.455277
242,9.68,150.43267,178.472811
243,9.72,150.42371,178.486663
244,9.76,150.416083,178.487071
245,9.8,150.416209,178.497538
246,9.84,150.434169,178.507756
247,9.88,150.462513,178.526033
248,9.92,150.495485,178.544611
249,9.96,150.49217,178.547272
250,10,150.521368,178.58268
251,10.04,150.50247,178.574567
252,10.08,150.477663,178.565988
253,10.12,150.45473,178.555394
254,10.16,150.415709,178.519609
255,10.2,150.371336,178.440616
256,10.24,150.250313,178.32561
257,10.28,150.188837,178.153568
258,10.32,150.155682,177.962469
259,10.36,150.221779,177.851779
260,10.4,150.331106,177.730652
261,10.44,150.562138,177.702438
262,10.48,150.897621,177.708941
263,10.52,151.190343,177.752938
264,10.56,151.475078,177.757568
265,10.6,151.64996,177.780978
266,10.64,151.763739,177.751558
267,10.68,151.827629,177.740868
268,10.72,151.88976,177.692676
269,10.76,151.923182,177.642565
270,10.8,151.987536,177.620593
271,10.84,152.04917,177.617584
272,10.88,152.131909,177.6115
273,10.92,152.218872,177.60691
274,10.96,152.311503,177.587864
275,11,152.413515,177.518744
276,11.04,152.476179,177.418046
277,11.08,152.524259,177.309592
278,11.12,152.569749,177.166825
279,11.16,152.632864,177.028415
280,11.2,152.694128,176.922984
281,11.24,152.760582,176.878321
282,11.28,152.816761,176.851908
283,11.32,152.894536,176.747391
284,11.36,152.939482,176.6927
285,11.4,153.007485,176.54859
286,11.44,153.074817,176.463179
287,11.48,153.135196,176.35858
288,11.52,153.196441,176.281062
289,11.56,153.222191,176.234247
290,11.6,153.227347,176.198238
291,11.64,153.254793,176.167122
292,11.68,153.2683,176.168693
293,11.72,153.284225,176.16737
294,11.76,153.309315,176.171068
295,11.8,153.321236,176.160817
296,11.84,153.341194,176.163306
297,11.88,153.378778,176.193739
298,11.92,153.430847,176.200931
299,11.96,153.446479,176.231109
300,12,153.518853,176.289918
301,12.04,153.563185,176.336162
302,12.08,153.647577,176.404973
303,12.12,153.707242,176.412834
304,12.16,153.772242,176.427024
305,12.2,153.829218,176.45733
306,12.24,153.881072,176.50081
307,12.28,153.888637,176.526434
308,12.32,153.900434,176.562073
309,12.36,153.904556,176.591115
310,12.4,153.896288,176.615486
311,12.44,153.891485,176.615836
312,12.48,153.885328,176.619353
313,12.52,153.886806,176.629159
314,12.56,153.902403,176.634964
315,12.6,153.928544,176.637802
316,12.64,153.94845,176.634946
317,12.68,153.959605,176.631147
318,12.72,153.996832,176.621692
319,12.76,154.037721,176.611274
320,12.8,154.077814,176.612199
321,12.84,154.116739,176.604579
322,12.88,154.169845,176.572155
323,12.92,154.267619,176.492994
324,12.96,154.369226,176.376778
325,13,154.557761,176.156071
326,13.04,154.759257,175.859715
327,13.08,155.040276,175.438682
328,13.12,155.409489,175.082972
329,13.16,155.827071,174.79919
330,13.2,156.25748,174.434482
331,13.24,156.587919,174.046999
332,13.28,156.80225,173.555396
333,13.32,156.874848,173.106659
334,13.36,156.814327,172.654621
335,13.4,156.661064,172.333309
336,13.44,156.463354,172.043979
337,13.48,156.337519,171.725177
338,13.52,156.293219,171.342728
339,13.56,156.307464,170.897601
340,13.6,156.452554,170.456836
341,13.64,156.709522,170.097403
342,13.68,157.034359,169.761203
343,13.72,157.45536,169.38204
344,13.76,157.896918,168.969084
345,13.8,158.419146,168.448069
346,13.84,159.040591,167.827633
347,13.88,159.823293,167.09449
348,13.92,160.621098,166.236695
349,13.96,161.453521,165.308611
350,14,162.11122,164.484393
351,14.04,162.530755,163.886277
352,14.08,162.776237,163.478511
353,14.12,162.658442,163.199879
354,14.16,162.017564,163.070715
355,14.2,160.346647,163.005392
356,14.24,157.816912,162.962922
357,14.28,154.757417,163.01544
358,14.32,151.63337,163.159739
359,14.36,148.643428,163.4048
360,14.4,145.867748,163.761468
361,14.44,143.322028,164.130331
362,14.48,141.106704,164.265763
363,14.52,139.19937,164.319205
364,14.56,137.601388,164.380169
365,14.6,136.351604,164.44977
366,14.64,135.454441,164.580287
367,14.68,134.81794,164.685938
368,14.72,134.39561,164.70183
369,14.76,134.078328,164.63953
370,14.8,133.866345,164.515195
371,14.84,133.729369,164.280957
372,14.88,133.628839,164.033297
373,14.92,133.628305,163.806186
374,14.96,133.773187,163.549111
375,15,134.199999,163.182325
376,15.04,135.147175,162.668368
377,15.08,136.707389,162.021005
378,15.12,138.795081,161.438151
379,15.16,141.243946,160.814905
380,15.2,143.964818,160.269401
381,15.24,146.654707,159.792196
382,15.28,149.108477,159.390475
383,15.32,151.298807,158.89659
384,15.36,153.030339,158.545352
385,15.4,154.453192,158.042899
386,15.44,155.602784,157.517495
387,15.48,156.521894,156.915546
388,15.52,157.361715,156.3476
389,15.56,158.068309,155.70069
390,15.6,158.681981,155.12685
391,15.64,159.311447,154.604388
392,15.68,160.058462,154.016241
393,15.72,160.946364,153.368758
394,15.76,161.811619,152.83095
395,15.8,162.411957,152.427982
396,15.84,162.735061,152.222696
397,15.88,162.793738,152.167525
398,15.92,162.77385,152.429813
399,15.96,162.658387,152.825266
400,16,162.482125,153.131307
401,16.04,162.119559,153.274343
402,16.08,161.725586,153.368622
403,16.12,161.275343,153.491447
404,16.16,160.881366,153.619548
405,16.2,160.543234,153.571399
406,16.24,160.236499,153.443359
407,16.28,160.077084,153.344831
408,16.32,159.909098,153.321758
409,16.36,159.798857,153.434737
410,16.4,159.734871,153.519787
411,16.44,159.659662,153.70943
412,16.48,159.635905,153.817213
413,16.52,159.746387,153.881199
414,16.56,159.842933,153.832722
415,16.6,160.010688,153.759153
416,16.64,160.299825,153.692858
417,16.68,160.603089,153.674394
418,16.72,160.89741,153.69969
419,16.76,161.191208,153.784088
420,16.8,161.487367,153.902995
421,16.84,161.747194,153.991566
422,16.88,162.055551,154.12138
423,16.92,162.264916,154.282217
424,16.96,162.54361,154.491907
425,17,162.778337,154.618901
426,17.04,163.000112,154.78843
427,17.08,163.160545,154.992159
428,17.12,163.258146,155.265683
429,17.16,163.253157,155.498336
430,17.2,163.201945,155.679084
431,17.24,163.136012,155.838787
432,17.28,163.127502,155.891584
433,17.32,163.238342,155.979326
434,17.36,163.522792,156.108111
435,17.4,163.902834,156.384787
436,17.44,164.31541,156.720601
437,17.48,164.686884,157.188052
438,17.52,165.000445,157.664315
439,17.56,165.219089,158.161524
440,17.6,165.446718,158.641186
441,17.64,165.667997,159.140968
442,17.68,165.867768,159.5092
443,17.72,166.001276,159.853183
444,17.76,166.066515,160.131218
445,17.8,166.097362,160.365727
446,17.84,166.094512,160.535304
447,17.88,166.102362,160.586344
448,17.92,166.057239,160.58606
449,17.96,166.025408,160.695163
450,18,166.030123,160.934351
451,18.04,166.168552,161.271944
452,18.08,166.357778,161.730554
453,18.12,166.522618,162.184413
454,18.16,166.685601,162.520876
455,18.2,166.694163,162.675024
456,18.24,166.746743,162.880784
457,18.28,166.879179,163.151717
458,18.32,166.75062,163.022334
459,18.36,166.200725,162.305687
460,18.4,165.433623,161.625457
461,18.44,164.845426,161.555386
462,18.48,164.430692,162.238293
463,18.52,164.313542,163.333518
464,18.56,164.457782,164.393801
465,18.6,164.759192,165.285462
466,18.64,165.170741,165.939407
467,18.68,165.520355,166.353172
468,18.72,165.760984,166.528822
469,18.76,165.780556,166.360978
470,18.8,165.649876,166.328915
471,18.84,165.496446,166.739595
472,18.88,165.44842,167.595453
473,18.92,165.565981,168.561693
474,18.96,165.855256,169.516926
475,19,166.092125,170.333717
476,19.04,166.333527,171.022996
477,19.08,166.49182,171.591194
478,19.12,166.560411,172.024115
479,19.16,166.601221,172.458466
480,19.2,166.603412,172.815572
481,19.24,166.521001,173.121943
482,19.28,166.358289,173.333149
483,19.32,166.056131,173.515634
484,19.36,165.732091,173.679999
485,19.4,165.501489,173.917923
486,19.44,165.409044,174.251594
487,19.48,165.455326,174.569001
488,19.52,165.601611,174.771395
489,19.56,165.797598,174.864448
490,19.6,165.928332,174.895423
491,19.64,166.007811,174.9129
492,19.68,166.047394,174.994947
493,19.72,166.092817,175.149795
494,19.76,166.129197,175.295441
495,19.8,166.120036,175.462521
496,19.84,166.11219,175.638975
497,19.88,166.1647,175.795316
498,19.92,166.157451,175.859873
499,19.96,166.123284,175.844274
500,20,166.059721,175.822358
501,20.04,165.955321,175.776079
502,20.08,165.84579,175.654756
503,20.12,165.634475,175.504326
504,20.16,165.348085,175.310237
505,20.2,165.037058,175.112688
506,20.24,164.561025,174.838514
507,20.28,164.044194,174.674739
508,20.32,163.507545,174.648139
509,20.36,162.891659,174.694267
510,20.4,162.097688,174.866023
511,20.44,161.135153,175.080683
512,20.48,160.109163,175.247596
513,20.52,159.151607,175.374672
514,20.56,158.223958,175.425156
515,20.6,157.446364,175.499716
516,20.64,156.714735,175.510713
517,20.68,156.1121,175.462817
518,20.72,155.682279,175.355763
519,20.76,155.368802,175.261258
520,20.8,155.146006,175.168319
521,20.84,155.010526,175.094528
522,20.88,154.946917,175.001443
523,20.92,154.96737,174.92039
524,20.96,155.014298,174.843552
525,21,155.087506,174.708056
526,21.04,155.159115,174.557548
527,21.08,155.24032,174.392292
528,21.12,155.310904,174.228577
529,21.16,155.392109,174.067093
530,21.2,155.485547,173.973709
531,21.24,155.589298,173.824223
532,21.28,155.668656,173.742958
533,21.32,155.74378,173.675974
534,21.36,155.819322,173.620203
535,21.4,155.982319,173.546615
536,21.44,156.13212,173.503813
537,21.48,156.274793,173.440972
538,21.52,156.416422,173.419295
539,21.56,156.566185,173.399339
540,21.6,156.709074,173.386063
541,21.64,156.816385,173.311651
542,21.68,156.928339,173.2471
543,21.72,157.065958,173.192023
544,21.76,157.204691,173.123765
545,21.8,157.345275,173.078555
546,21.84,157.458107,173.000828
547,21.88,157.616479,172.92143
548,21.92,157.751968,172.869629
549,21.96,157.856346,172.843341
550,22,157.994474,172.784458
551,22.04,158.081141,172.757745
552,22.08,158.187932,172.72883
553,22.12,158.291738,172.680857
554,22.16,158.425419,172.630416
555,22.2,158.564006,172.588632
556,22.24,158.745297,172.526173
557,22.28,158.929367,172.483906
558,22.32,159.122337,172.406597
559,22.36,159.327754,172.322563
560,22.4,159.515955,172.241828
561,22.44,159.71897,172.205857
562,22.48,159.960189,172.174523
563,22.52,160.107581,172.136799
564,22.56,160.241683,172.133479
565,22.6,160.30855,172.169036
566,22.64,160.366763,172.233807
567,22.68,160.43793,172.324594
568,22.72,160.523615,172.445388
569,22.76,160.560239,172.590074
570,22.8,160.55207,172.831835
571,22.84,160.487624,173.005818
572,22.88,160.385415,173.200882
573,22.92,160.291583,173.354986
574,22.96,160.199049,173.478972
575,23,160.152329,173.557522
576,23.04,160.119575,173.634222
577,23.08,160.132656,173.68662
578,23.12,160.145913,173.747604
579,23.16,160.156553,173.759448
580,23.2,160.128121,173.773988
581,23.24,160.091996,173.735344
582,23.28,160.070037,173.671858
583,23.32,160.057742,173.625609
584,23.36,160.036444,173.58743
585,23.4,160.056779,173.527876
586,23.44,160.096342,173.501402
587,23.48,160.128242,173.475016
588,23.52,160.146501,173.47844
589,23.56,160.164416,173.449792
590,23.6,160.193784,173.412127
591,23.64,160.188298,173.354825
592,23.68,160.158301,173.330128
593,23.72,160.155546,173.298908
594,23.76,160.149498,173.26433
595,23.8,160.143801,173.283339
596,23.84,160.150728,173.284356
597,23.88,160.132656,173.313244
598,23.92,160.114133,173.343056
599,23.96,160.103367,173.337675
600,24,160.089323,173.370026
601,24.04,160.05881,173.43241
602,24.08,160.039075,173.475543
603,24.12,159.994665,173.506521
604,24.16,159.948628,173.537418
605,24.2,159.912311,173.542374
606,24.24,159.871926,173.550869
607,24.28,159.842697,173.55653
608,24.32,159.809294,173.574955
609,24.36,159.781906,173.563296
610,24.4,159.763669,173.558564
611,24.44,159.750682,173.516296
612,24.48,159.731944,173.482292
613,24.52,159.705022,173.50253
614,24.56,159.69475,173.478389
615,24.6,159.689927,173.473991
616,24.64,159.71057,173.452221
617,24.68,159.716396,173.444436
618,24.72,159.735947,173.433312
619,24.76,159.745553,173.432977
620,24.8,159.762446,173.433879
621,24.84,159.775774,173.449751
622,24.88,159.77466,173.450551
623,24.92,159.779424,173.448174
624,24.96,159.77853,173.462729
625,25,159.786233,173.477913
626,25.04,159.779651,173.502462
627,25.08,159.763786,173.52516
628,25.12,159.745206,173.526048
629,25.16,159.723842,173.520637
630,25.2,159.690283,173.515457
631,25.24,159.642249,173.492699
632,25.28,159.601198,173.480455
633,25.32,159.538608,173.450259
634,25.36,159.488486,173.419959
635,25.4,159.434266,173.375867
636,25.44,159.370143,173.334698
637,25.48,159.312136,173.288702
638,25.52,159.276214,173.25501
639,25.56,159.232895,173.203583
640,25.6,159.17454,173.152692
641,25.64,159.134827,173.061014
642,25.68,159.115076,172.988136
643,25.72,159.090009,172.914654
644,25.76,159.057027,172.842785
645,25.8,159.051085,172.731428
646,25.84,159.047463,172.667045
647,25.88,159.068027,172.565258
648,25.92,159.11466,172.495251
649,25.96,159.190565,172.376512
650,26,159.254254,172.243556
651,26.04,159.302862,172.063753
652,26.08,159.390449,171.90384
653,26.12,159.47126,171.71082
654,26.16,159.561884,171.390968
655,26.2,159.646596,171.124881
656,26.24,159.792866,170.792284
657,26.28,159.906753,170.47829
658,26.32,160.046591,170.101915
659,26.36,160.142216,169.707014
660,26.4,160.248535,169.306339
661,26.44,160.292446,168.925204
662,26.48,160.355799,168.661801
663,26.52,160.449998,168.436329
664,26.56,160.550254,168.305334
665,26.6,160.663369,168.237167
666,26.64,160.771622,168.222817
667,26.68,160.859285,168.218101
668,26.72,160.97435,168.326481
669,26.76,161.112127,168.473318
670,26.8,161.224705,168.660149
671,26.84,161.303718,168.872287
672,26.88,161.34004,169.112918
673,26.92,161.34289,169.336148
674,26.96,161.340331,169.467218
675,27,161.317351,169.627994
676,27.04,161.306203,169.752279
677,27.08,161.29268,169.908947
678,27.12,161.297294,170.048991
679,27.16,161.2609,170.133539
680,27.2,161.223753,170.260856
681,27.24,161.229377,170.30377
682,27.28,161.240272,170.367642
683,27.32,161.243484,170.423489
684,27.36,161.237087,170.46415
685,27.4,161.233139,170.483322
686,27.44,161.240938,170.501684
687,27.48,161.237974,170.547066
688,27.52,161.227214,170.60169
689,27.56,161.212866,170.619246
690,27.6,161.212791,170.651003
691,27.64,161.211559,170.695551
692,27.68,161.212235,170.741645
693,27.72,161.188958,170.788739
694,27.76,161.167171,170.859645
695,27.8,161.152479,170.887791
696,27.84,161.148696,170.910139
697,27.88,161.144342,170.918981
698,27.92,161.130148,170.926
699,27.96,161.175174,170.994675
700,28,161.183143,171.186152
701,28.04,161.263963,171.492791
702,28.08,161.338238,171.818996
703,28.12,161.347914,171.634411
704,28.16,161.266869,170.938329
705,28.2,161.099424,170.220445
706,28.24,160.992474,169.859708
707,28.28,160.980607,170.042582
708,28.32,161.025309,170.621523
709,28.36,161.121269,171.420917
710,28.4,161.155721,171.957039
711,28.44,161.192799,172.110129
712,28.48,161.173395,171.892354
713,28.52,161.114459,171.376398
714,28.56,161.024681,170.831245
715,28.6,160.855771,170.365165
716,28.64,160.700499,170.03835
717,28.68,160.57972,169.85872
718,28.72,160.5612,169.743802
719,28.76,160.617584,169.598476
720,28.8,160.668747,169.421558
721,28.84,160.741268,169.218914
722,28.88,160.785362,168.980989
723,28.92,160.780758,168.811039
724,28.96,160.749456,168.709622
725,29,160.643218,168.591201
726,29.04,160.523911,168.532444
727,29.08,160.433878,168.531371
728,29.12,160.304136,168.538487
729,29.16,160.262056,168.586355
730,29.2,160.203959,168.635151
731,29.24,160.182463,168.770926
732,29.28,160.171584,168.840682
733,29.32,160.221333,168.860488
734,29.36,160.277572,168.802376
735,29.4,160.346555,168.786902
736,29.44,160.434698,168.868852
737,29.48,160.551068,169.012102
738,29.52,160.693787,169.180616
739,29.56,160.730189,169.28691
740,29.6,160.792893,169.317571
741,29.64,160.840792,169.277356
742,29.68,160.866555,169.209952
743,29.72,160.862752,169.168139
744,29.76,160.814516,169.136021
745,29.8,160.689731,169.128598
746,29.84,160.580877,169.175282
747,29.88,160.434979,169.252667
748,29.92,160.298833,169.339628
749,29.96,160.204753,169.411295
750,30,160.16507,169.550062
751,30.04,160.117989,169.608937
752,30.08,160.114195,169.720151
753,30.12,160.124544,169.822427
754,30.16,160.097929,169.928105
755,30.2,160.104973,170.043291
756,30.24,160.206699,170.134652
757,30.28,160.32467,170.274656
758,30.32,160.545827,170.386949
759,30.36,160.760743,170.495759
760,30.4,160.937732,170.536637
761,30.44,161.130895,170.455896
762,30.48,161.24627,170.322313
763,30.52,161.35151,170.325417
764,30.56,161.457871,170.46328
765,30.6,161.570344,170.775586
766,30.64,161.692451,171.060188
767,30.68,161.822539,171.305358
768,30.72,161.949502,171.490708
769,30.76,162.061524,171.589845
770,30.8,162.142917,171.669967
771,30.84,162.138813,171.725292
772,30.88,162.086169,171.810279
773,30.92,161.970493,171.865875
774,30.96,161.844217,171.911959
775,31,161.672546,171.925527
776,31.04,161.502026,171.953678
777,31.08,161.293437,171.965085
778,31.12,161.131113,171.98052
779,31.16,161.034508,171.99431
780,31.2,161.014069,172.017338
781,31.24,161.095649,172.052272
782,31.28,161.257708,172.061549
783,31.32,161.416816,171.938672
784,31.36,161.500281,171.811444
785,31.4,161.421883,171.768123
786,31.44,161.331715,171.797378
787,31.48,161.317237,171.89127
788,31.52,161.374673,171.961678
789,31.56,161.436347,172.060539
790,31.6,161.454351,172.08082
791,31.64,161.490828,172.086921
792,31.68,161.487876,172.086717
793,31.72,161.465388,172.107105
794,31.76,161.443253,172.18453
795,31.8,161.44199,172.28517
796,31.84,161.4396,172.331448
797,31.88,161.409421,172.32231
798,31.92,161.378931,172.244496
799,31.96,161.358093,172.182783
800,32,161.383666,172.115626
801,32.04,161.345101,172.05769
802,32.08,161.304111,172.003464
803,32.12,161.235148,171.935127
804,32.16,161.170431,171.834829
805,32.2,161.107088,171.727156
806,32.24,161.046096,171.617889
807,32.28,161.004898,171.525491
808,32.32,160.998166,171.445345
809,32.36,160.979487,171.344784
810,32.4,160.959069,171.257622
811,32.44,160.964988,171.150344
812,32.48,160.95252,171.046584
813,32.52,160.97212,170.910486
814,32.56,160.991704,170.761839
815,32.6,161.007002,170.596741
816,32.64,161.039648,170.433803
817,32.68,161.031054,170.292683
818,32.72,161.021055,170.152589
819,32.76,160.983747,169.987802
820,32.8,160.963491,169.87373
821,32.84,160.922318,169.789508
822,32.88,160.85529,169.720918
823,32.92,160.830165,169.690154
824,32.96,160.753057,169.631377
825,33,160.69936,169.585034
826,33.04,160.624441,169.541135
827,33.08,160.541288,169.483539
828,33.12,160.46983,169.439296
829,33.16,160.377654,169.394904
830,33.2,160.295365,169.368251
831,33.24,160.149024,169.300623
832,33.28,159.994447,169.191913
833,33.32,159.842701,169.067078
834,33.36,159.642475,168.887964
835,33.4,159.424917,168.65539
836,33.44,159.214298,168.354307
837,33.48,158.965854,167.924301
838,33.52,158.76059,167.452662
839,33.56,158.605406,166.910939
840,33.6,158.438293,166.29412
841,33.64,158.310303,165.658856
842,33.68,158.211185,164.947786
843,33.72,158.119183,164.28429
844,33.76,158.03794,163.619467
845,33.8,157.998147,163.007883
846,33.84,157.953392,162.437108
847,33.88,157.920298,161.880217
848,33.92,157.934337,161.378091
849,33.96,157.908367,160.927095
850,34,157.8736,160.502845
851,34.04,157.828665,160.154234
852,34.08,157.821959,159.859182
853,34.12,157.800081,159.572922
854,34.16,157.784846,159.359041
855,34.2,157.784624,159.11992
856,34.24,157.78833,158.927309
857,34.28,157.796185,158.73347
858,34.32,157.822161,158.603535
859,34.36,157.894521,158.505516
860,34.4,157.965547,158.36294
861,34.44,158.067042,158.270234
862,34.48,158.216275,158.166739
863,34.52,158.348168,158.058724
864,34.56,158.562363,157.927436
865,34.6,158.788933,157.788808
866,34.64,159.015672,157.671274
867,34.68,159.233038,157.596615
868,34.72,159.42333,157.509432
869,34.76,159.583731,157.488774
870,34.8,159.736373,157.476662
871,34.84,159.891737,157.53336
872,34.88,160.073589,157.5562
873,34.92,160.26764,157.672507
874,34.96,160.461987,157.769598
875,35,160.60878,157.936362
876,35.04,160.668745,158.133462
877,35.08,160.615042,158.280286
