Frame,Time,X,Y
327,13.08,180.569262,182.21653
328,13.12,180.570481,182.212535
329,13.16,180.572692,182.212872
330,13.2,180.580613,182.203369
331,13.24,180.590643,182.202054
332,13.28,180.602683,182.20211
333,13.32,180.61329,182.203569
334,13.36,180.634483,182.199624
335,13.4,180.637598,182.208488
336,13.44,180.635604,182.212209
337,13.48,180.632416,182.214052
338,13.52,180.627584,182.218081
339,13.56,180.612178,182.213826
340,13.6,180.589241,182.211155
341,13.64,180.574987,182.225885
342,13.68,180.554212,182.24285
343,13.72,180.54329,182.24004
344,13.76,180.532233,182.23735
345,13.8,180.525942,182.221296
346,13.84,180.516392,182.207767
347,13.88,180.52099,182.208424
348,13.92,180.524513,182.211744
349,13.96,180.525225,182.215838
350,14,180.531408,182.217198
351,14.04,180.528638,182.225884
352,14.08,180.528973,182.246001
353,14.12,180.531713,182.247001
354,14.16,180.538075,182.249083
355,14.2,180.541829,182.240659
356,14.24,180.543111,182.251412
357,14.28,180.544722,182.258773
358,14.32,180.545303,182.256372
359,14.36,180.529801,182.251372
360,14.4,180.514391,182.238291
361,14.44,180.495162,182.234123
362,14.48,180.48112,182.219463
363,14.52,180.465296,182.19457
364,14.56,180.438795,182.180429
365,14.6,180.436334,182.145073
366,14.64,180.435312,182.118959
367,14.68,180.435458,182.093748
368,14.72,180.445635,182.066669
369,14.76,180.44164,182.042914
370,14.8,180.448544,182.022446
371,14.84,180.44429,181.995618
372,14.88,180.441469,181.970071
373,14.92,180.461959,181.947879
374,14.96,180.492698,181.917874
375,15,180.537318,181.92421
376,15.04,180.58466,181.94764
377,15.08,180.632404,181.980505
378,15.12,180.679081,182.02796
379,15.16,180.719188,182.075706
380,15.2,180.778641,182.132057
381,15.24,180.812849,182.171998
382,15.28,180.857965,182.210645
383,15.32,180.901032,182.232386
384,15.36,180.927876,182.268918
385,15.4,180.935716,182.260163
386,15.44,180.924826,182.230544
387,15.48,180.87631,182.177347
388,15.52,180.853115,182.142118
389,15.56,180.786465,182.062373
390,15.6,180.718533,181.981306
391,15.64,180.639803,181.934176
392,15.68,180.549896,181.882645
393,15.72,180.485497,181.842693
394,15.76,180.425047,181.84687
395,15.8,180.415136,181.853433
396,15.84,180.418401,181.889648
397,15.88,180.453653,181.931181
398,15.92,180.53941,182.010548
399,15.96,180.666909,182.141895
400,16,180.831622,182.312177
401,16.04,180.96268,182.465238
402,16.08,181.141357,182.613699
403,16.12,181.259129,182.729792
404,16.16,181.388837,182.798892
405,16.2,181.448688,182.793745
406,16.24,181.472667,182.74945
407,16.28,181.465189,182.653909
408,16.32,181.412256,182.538121
409,16.36,181.330954,182.423033
410,16.4,181.218752,182.272557
411,16.44,181.046582,182.172096
412,16.48,180.76445,182.069506
413,16.52,180.370006,182.020384
414,16.56,179.883887,181.992331
415,16.6,179.340763,182.046018
416,16.64,178.847208,182.141695
417,16.68,178.388772,182.296359
418,16.72,177.97574,182.50147
419,16.76,177.61356,182.732346
420,16.8,177.31796,182.968781
421,16.84,177.06495,183.170413
422,16.88,176.924957,183.337561
423,16.92,176.794558,183.485389
424,16.96,176.701075,183.640046
425,17,176.609357,183.775567
426,17.04,176.512023,183.922064
427,17.08,176.408757,184.057977
428,17.12,176.319218,184.156778
429,17.16,176.246243,184.181203
430,17.2,176.18211,184.145206
431,17.24,176.11586,184.061733
432,17.28,176.068453,183.960724
433,17.32,176.023669,183.894255
434,17.36,175.993337,183.860894
435,17.4,175.980639,183.891796
436,17.44,175.948521,183.952899
437,17.48,175.92775,184.055202
438,17.52,175.90378,184.1649
439,17.56,175.871858,184.259195
440,17.6,175.851386,184.326948
441,17.64,175.850676,184.390242
442,17.68,175.851924,184.433923
443,17.72,175.860053,184.472825
444,17.76,175.857573,184.48946
445,17.8,175.85627,184.485712
446,17.84,175.851208,184.464077
447,17.88,175.851808,184.42119
448,17.92,175.834425,184.365493
449,17.96,175.814841,184.31822
450,18,175.762536,184.291008
451,18.04,175.72951,184.283105
452,18.08,175.708359,184.278961
453,18.12,175.690336,184.303721
454,18.16,175.674612,184.335357
455,18.2,175.665088,184.376247
456,18.24,175.667012,184.42579
457,18.28,175.678996,184.487
458,18.32,175.705273,184.535997
459,18.36,175.727771,184.578696
460,18.4,175.748004,184.616872
461,18.44,175.773738,184.63845
462,18.48,175.793117,184.646929
463,18.52,175.82265,184.63707
464,18.56,175.858744,184.594937
465,18.6,175.876922,184.534288
466,18.64,175.902467,184.473767
467,18.68,175.920161,184.436554
468,18.72,175.938051,184.418599
469,18.76,175.946997,184.409373
470,18.8,175.946088,184.416487
471,18.84,175.944747,184.425698
472,18.88,175.933692,184.444004
473,18.92,175.929662,184.470693
474,18.96,175.943803,184.513429
475,19,175.939982,184.539542
476,19.04,175.949014,184.561586
477,19.08,175.944113,184.579528
478,19.12,175.927118,184.586629
479,19.16,175.915355,184.592046
480,19.2,175.907697,184.580762
481,19.24,175.893815,184.553559
482,19.28,175.878231,184.522567
483,19.32,175.843778,184.499748
484,19.36,175.810712,184.470175
485,19.4,175.801189,184.445725
486,19.44,175.790468,184.43459
487,19.48,175.769308,184.43487
488,19.52,175.754501,184.425167
489,19.56,175.740926,184.405748
490,19.6,175.738184,184.411877
491,19.64,175.733519,184.413034
492,19.68,175.743636,184.431739
493,19.72,175.764235,184.443196
494,19.76,175.793679,184.448772
495,19.8,175.83451,184.445103
496,19.84,175.861417,184.444533
497,19.88,175.921672,184.422672
498,19.92,175.932601,184.412955
499,19.96,175.907802,184.409056
500,20,175.853906,184.41369
501,20.04,175.783079,184.41615
502,20.08,175.765207,184.405934
503,20.12,175.759803,184.401092
504,20.16,175.762744,184.386476
505,20.2,175.791386,184.396077
506,20.24,175.835894,184.385013
507,20.28,175.883682,184.376867
508,20.32,175.944889,184.360206
509,20.36,175.993701,184.341194
510,20.4,175.99864,184.335886
511,20.44,175.98131,184.352633
512,20.48,175.962961,184.353279
513,20.52,175.965219,184.341229
514,20.56,175.9627,184.307784
515,20.6,175.969742,184.299608
516,20.64,175.982906,184.285105
517,20.68,175.989532,184.262957
518,20.72,176.000277,184.252969
519,20.76,176.009223,184.240657
520,20.8,176.022056,184.233872
521,20.84,176.022342,184.234485
522,20.88,176.009911,184.228148
523,20.92,176.005403,184.225495
524,20.96,176.000572,184.228246
525,21,175.998447,184.23236
526,21.04,175.991908,184.244981
527,21.08,175.99129,184.243841
528,21.12,175.996036,184.242336
529,21.16,175.99254,184.234839
530,21.2,175.998039,184.248694
531,21.24,176.000907,184.241836
532,21.28,176.001902,184.247597
533,21.32,176.001579,184.264896
534,21.36,175.99387,184.295747
535,21.4,176.004567,184.302596
536,21.44,176.012982,184.316522
537,21.48,176.02274,184.307353
538,21.52,176.031673,184.317957
539,21.56,176.051494,184.336752
540,21.6,176.070694,184.35856
541,21.64,176.071986,184.352214
542,21.68,176.068509,184.345558
543,21.72,176.074806,184.342795
544,21.76,176.080362,184.338478
545,21.8,176.089828,184.343065
546,21.84,176.085382,184.34717
547,21.88,176.094602,184.344619
548,21.92,176.096536,184.343342
549,21.96,176.092133,184.343797
550,22,176.101215,184.338159
551,22.04,176.098504,184.348298
552,22.08,176.107716,184.364637
553,22.12,176.113976,184.379909
554,22.16,176.118065,184.40168
555,22.2,176.131704,184.405373
556,22.24,176.149688,184.402576
557,22.28,176.16287,184.399627
558,22.32,176.171712,184.391107
559,22.36,176.2003,184.379326
560,22.4,176.20977,184.379018
561,22.44,176.220606,184.379383
562,22.48,176.23313,184.382898
563,22.52,176.231866,184.368807
564,22.56,176.235671,184.356487
565,22.6,176.234496,184.343656
566,22.64,176.234205,184.338381
567,22.68,176.24422,184.325276
568,22.72,176.251736,184.314506
569,22.76,176.247269,184.298815
570,22.8,176.237164,184.310187
571,22.84,176.222695,184.308687
572,22.88,176.209524,184.320516
573,22.92,176.194867,184.328603
574,22.96,176.180577,184.33912
575,23,176.173022,184.335998
576,23.04,176.154337,184.332347
577,23.08,176.148794,184.321613
578,23.12,176.142727,184.314271
579,23.16,176.131318,184.301671
580,23.2,176.115003,184.290274
581,23.24,176.100987,184.26791
582,23.28,176.098468,184.247734
583,23.32,176.089405,184.239227
584,23.36,176.076649,184.238153
585,23.4,176.062818,184.22512
586,23.44,176.056327,184.227092
587,23.48,176.026902,184.209923
588,23.52,175.995502,184.202497
589,23.56,175.972003,184.182653
590,23.6,175.972382,184.156866
591,23.64,175.971278,184.136293
592,23.68,175.985197,184.148149
593,23.72,176.025906,184.154893
594,23.76,176.043824,184.168239
595,23.8,176.039484,184.200061
596,23.84,176.028021,184.218411
597,23.88,176.014822,184.23155
598,23.92,175.985803,184.24472
599,23.96,175.980361,184.236575
600,24,175.986617,184.230714
601,24.04,175.9978,184.231462
602,24.08,176.023021,184.224948
603,24.12,176.069011,184.209813
604,24.16,176.117424,184.198685
605,24.2,176.169519,184.18298
606,24.24,176.222988,184.177005
607,24.28,176.258725,184.181283
608,24.32,176.291303,184.193847
609,24.36,176.32061,184.194519
610,24.4,176.349754,184.211259
611,24.44,176.350911,184.228859
612,24.48,176.328877,184.254042
613,24.52,176.28778,184.305728
614,24.56,176.251885,184.324938
615,24.6,176.202296,184.335579
616,24.64,176.175277,184.329722
617,24.68,176.122439,184.325093
618,24.72,176.090315,184.311899
619,24.76,176.057469,184.307696
620,24.8,176.043266,184.307095
621,24.84,176.042058,184.312725
622,24.88,176.024093,184.312443
623,24.92,176.028064,184.305873
624,24.96,176.034677,184.307918
625,25,176.059609,184.309138
626,25.04,176.091446,184.308819
627,25.08,176.125172,184.30666
628,25.12,176.15018,184.30467
629,25.16,176.177571,184.307502
630,25.2,176.188481,184.315402
631,25.24,176.18476,184.319323
632,25.28,176.176537,184.321634
633,25.32,176.171416,184.320564
634,25.36,176.167805,184.311446
635,25.4,176.171154,184.295579
636,25.44,176.168244,184.273297
637,25.48,176.177137,184.244603
638,25.52,176.191255,184.22155
639,25.56,176.219873,184.211422
640,25.6,176.250966,184.199616
641,25.64,176.270821,184.184309
642,25.68,176.298528,184.177473
643,25.72,176.315929,184.185987
644,25.76,176.322001,184.205348
645,25.8,176.324701,184.213298
646,25.84,176.306252,184.231255
647,25.88,176.26519,184.254498
648,25.92,176.225976,184.281342
649,25.96,176.175021,184.288036
650,26,176.100379,184.309126
651,26.04,176.031075,184.309045
652,26.08,175.993343,184.328408
653,26.12,175.970108,184.335703
654,26.16,175.963983,184.3117
655,26.2,175.960396,184.302015
656,26.24,175.98595,184.285367
657,26.28,175.993433,184.283135
658,26.32,176.025383,184.274919
659,26.36,176.06206,184.27213
660,26.4,176.100561,184.266899
661,26.44,176.119374,184.251434
662,26.48,176.136508,184.241633
663,26.52,176.144964,184.223858
664,26.56,176.159475,184.203678
665,26.6,176.170699,184.179026
666,26.64,176.176525,184.161218
667,26.68,176.171968,184.13628
668,26.72,176.163887,184.121067
669,26.76,176.150738,184.121929
670,26.8,176.13184,184.121663
671,26.84,176.131099,184.125956
672,26.88,176.122033,184.131207
673,26.92,176.117104,184.142286
674,26.96,176.114901,184.133323
675,27,176.117649,184.136709
676,27.04,176.118621,184.138339
677,27.08,176.127619,184.151026
678,27.12,176.155549,184.149906
679,27.16,176.172542,184.130984
680,27.2,176.184102,184.128457
681,27.24,176.22462,184.10655
682,27.28,176.268583,184.09934
683,27.32,176.293575,184.095471
684,27.36,176.313124,184.086277
685,27.4,176.353133,184.047453
686,27.44,176.409955,183.992818
687,27.48,176.467455,183.905352
688,27.52,176.524566,183.799356
689,27.56,176.61832,183.646355
690,27.6,176.735211,183.468785
691,27.64,176.903193,183.285347
692,27.68,177.134976,183.072612
693,27.72,177.45758,182.843274
694,27.76,177.842659,182.610525
695,27.8,178.378083,182.345331
696,27.84,179.06768,182.053325
697,27.88,179.89577,181.741086
698,27.92,180.817672,181.441383
699,27.96,181.866655,181.132964
700,28,182.978429,180.848113
701,28.04,184.179349,180.547785
702,28.08,185.441587,180.255274
703,28.12,186.764775,179.966656
704,28.16,188.193005,179.716813
705,28.2,189.695244,179.496838
706,28.24,191.259727,179.277969
707,28.28,192.868898,179.074273
708,28.32,194.442773,178.850351
709,28.36,196.047941,178.652393
710,28.4,197.561251,178.426244
711,28.44,199.030388,178.219327
712,28.48,200.364637,178.031658
713,28.52,201.605986,177.847249
714,28.56,202.756826,177.679799
715,28.6,203.811243,177.523169
716,28.64,204.802605,177.340046
717,28.68,205.758237,177.139492
718,28.72,206.714502,176.927074
719,28.76,207.667065,176.776719
720,28.8,208.610776,176.6572
721,28.84,209.590238,176.528293
722,28.88,210.548344,176.331378
723,28.92,211.446414,176.068792
724,28.96,212.167348,175.748206
725,29,212.581014,175.271805
726,29.04,212.579482,174.702389
727,29.08,212.062724,174.108607
728,29.12,210.955029,173.525015
729,29.16,209.40394,172.987402
730,29.2,207.624178,172.515125
731,29.24,205.806357,172.231037
732,29.28,204.02944,172.121987
733,29.32,202.209208,172.223644
734,29.36,200.163805,172.381189
735,29.4,197.798178,172.537454
736,29.44,195.229569,172.640638
737,29.48,192.519952,172.652695
738,29.52,189.830702,172.578209
739,29.56,187.102407,172.426821
740,29.6,184.53223,172.247046
741,29.64,182.08635,172.152228
742,29.68,179.828856,172.110997
743,29.72,177.746903,172.127953
744,29.76,175.897044,172.178067
745,29.8,174.29833,172.268038
746,29.84,172.959615,172.462097
747,29.88,171.862429,172.688765
748,29.92,171.040757,172.842805
749,29.96,170.405139,172.930247
750,30,169.882492,173.032407
751,30.04,169.366924,173.082126
752,30.08,168.857334,173.13626
753,30.12,168.290665,173.159699
754,30.16,167.686408,173.149477
755,30.2,167.114169,173.113155
756,30.24,166.66565,173.073315
757,30.28,166.23559,173.065584
758,30.32,165.986992,173.083518
759,30.36,165.890979,173.191274
760,30.4,165.980225,173.352611
761,30.44,166.303147,173.615849
762,30.48,166.815418,173.910103
763,30.52,167.457121,174.195855
764,30.56,168.21278,174.452586
765,30.6,169.065087,174.68907
766,30.64,170.015054,174.859981
767,30.68,171.030665,175.015426
768,30.72,172.123255,175.137879
769,30.76,173.277958,175.221422
770,30.8,174.474645,175.305075
771,30.84,175.67241,175.353679
772,30.88,176.839589,175.38714
773,30.92,177.96842,175.423668
774,30.96,179.02833,175.504457
775,31,180.016407,175.583606
776,31.04,180.929265,175.649315
777,31.08,181.75376,175.715942
778,31.12,182.516262,175.75844
779,31.16,183.161405,175.752706
780,31.2,183.743084,175.702938
781,31.24,184.300812,175.664658
782,31.28,184.755828,175.667411
783,31.32,184.967163,175.673559
784,31.36,184.904132,175.683095
785,31.4,184.576348,175.725012
786,31.44,184.173944,175.738062
787,31.48,183.841822,175.761853
788,31.52,183.710878,175.789581
789,31.56,183.755806,175.891302
790,31.6,183.787725,176.009836
791,31.64,183.723558,176.155174
792,31.68,183.451984,176.34546
793,31.72,183.084164,176.517767
794,31.76,182.714414,176.693937
795,31.8,182.438525,176.848781
796,31.84,182.292412,176.96611
797,31.88,182.244463,177.101859
798,31.92,182.261619,177.23618
799,31.96,182.266654,177.372263
800,32,182.273891,177.49472
801,32.04,182.228963,177.62331
802,32.08,182.177767,177.762004
803,32.12,182.144439,177.880852
804,32.16,182.153449,178.002206
805,32.2,182.169492,178.153604
806,32.24,182.143031,178.372069
807,32.28,182.086925,178.653866
808,32.32,182.036212,178.975516
809,32.36,181.915931,179.302952
810,32.4,181.803939,179.692361
811,32.44,181.699649,180.106
812,32.48,181.582722,180.549886
813,32.52,181.485893,180.96294
814,32.56,181.385139,181.331434
815,32.6,181.336033,181.646358
816,32.64,181.325302,181.944095
817,32.68,181.342661,182.229057
818,32.72,181.366701,182.473878
819,32.76,181.390913,182.63528
820,32.8,181.403117,182.753979
821,32.84,181.396993,182.810635
822,32.88,181.414857,182.814787
823,32.92,181.485887,182.795065
824,32.96,181.526269,182.760892
825,33,181.581653,182.761909
826,33.04,181.616269,182.777633
827,33.08,181.655417,182.806983
828,33.12,181.701209,182.861395
829,33.16,181.772831,182.9662
830,33.2,181.88943,183.139989
831,33.24,182.017146,183.365893
832,33.28,182.17493,183.63752
833,33.32,182.393539,183.937114
834,33.36,182.61915,184.242374
835,33.4,182.852205,184.519868
836,33.44,183.099576,184.77845
837,33.48,183.295785,184.967769
838,33.52,183.474826,185.133952
839,33.56,183.62916,185.263224
840,33.6,183.767597,185.372897
841,33.64,183.856905,185.494362
842,33.68,183.957008,185.575793
843,33.72,184.019276,185.694561
844,33.76,184.047808,185.851233
845,33.8,184.065274,186.05898
846,33.84,184.044734,186.264337
847,33.88,184.026859,186.455389
848,33.92,184.02094,186.602496
849,33.96,184.004421,186.679743
850,34,183.97018,186.711508
851,34.04,183.94884,186.686423
852,34.08,183.925975,186.609692
853,34.12,183.892644,186.464813
854,34.16,183.842051,186.281103
855,34.2,183.791877,186.050756
856,34.24,183.741026,185.811975
857,34.28,183.709418,185.58156
858,34.32,183.724429,185.360355
859,34.36,183.766685,185.147322
860,34.4,183.82219,184.881792
861,34.44,183.907626,184.612604
862,34.48,184.018802,184.304263
863,34.52,184.124872,184.011828
864,34.56,184.262421,183.719115
865,34.6,184.375394,183.442394
866,34.64,184.488014,183.204231
867,34.68,184.597821,183.014505
868,34.72,184.685785,182.831451
869,34.76,184.739077,182.701467
870,34.8,184.793011,182.58745
871,34.84,184.832368,182.524282
872,34.88,184.863049,182.469905
873,34.92,184.857951,182.482172
874,34.96,184.840105,182.500104
875,35,184.810631,182.562436
876,35.04,184.772349,182.641727
877,35.08,184.666794,182.728785
