"Frame","Time","Pitch","Smooth"
847,33.88,275.2705,2.810251739
848,33.92,275.2915,2.81062203
849,33.96,275.304,2.810924591
850,34,276.2225,2.828022991
851,34.04,276.2235,2.82808405
852,34.08,276.2635,2.828675541
853,34.12,277.232,2.846865122
854,34.16,277.2405,2.847050946
855,34.2,278.1845,2.865076146
856,34.24,278.1965,2.86526915
857,34.28,278.2105,2.865456825
858,34.32,278.2145,2.865514918
859,34.36,278.217,2.86554419
860,34.4,278.216,2.865499958
861,34.44,278.22,2.865495508
862,34.48,278.2175,2.865422459
863,34.52,278.2225,2.86544973
864,34.56,278.243,2.865693509
865,34.6,278.2625,2.865880562
866,34.64,279.174,2.871980045
867,34.68,279.1865,2.87205131
868,34.72,279.191,2.872056378
869,34.76,279.199,2.87212885
870,34.8,279.211,2.872278363
871,34.84,279.211,2.872171654
872,34.88,279.2225,2.872267595
873,34.92,280.1465,2.878394008
874,34.96,280.1565,2.878391788
875,35,280.161,2.878308616
876,35.04,279.224,2.860246968
877,35.08,279.202,2.859970289
878,35.12,279.1805,2.859740338
879,35.16,278.2335,2.853345545
880,35.2,278.2005,2.85301464
881,35.24,277.2395,2.835184585
882,35.28,277.2265,2.834958846
883,35.32,277.2235,2.834853975
884,35.36,277.251,2.835017771
885,35.4,278.187,2.84109094
886,35.44,278.198,2.841121093
887,35.48,279.1415,2.847126825
888,35.52,279.207,2.836465288
889,35.56,279.223,2.836461814
890,35.6,280.1685,2.842534987
891,35.64,280.179,2.842434405
892,35.68,281.109,2.848513543
893,35.72,281.0935,2.848192858
894,35.76,281.0775,2.847978304
895,35.8,280.1365,2.841664448
896,35.84,280.1235,2.841548717
897,35.88,280.0915,2.841205201
898,35.92,278.2525,2.818382324
899,35.96,279.1845,2.824413339
900,36,279.203,2.824504426
901,36.04,280.1345,2.83044197
902,36.08,280.138,2.830303387
903,36.12,280.138,2.830159897
904,36.16,280.1285,2.829906554
905,36.2,280.1265,2.82989349
906,36.24,280.129,2.829945682
907,36.28,280.1285,2.829972302
908,36.32,280.1355,2.830167477
909,36.36,280.1265,2.830192377
910,36.4,279.195,2.824291212
911,36.44,279.171,2.824134394
912,36.48,278.205,2.817733363
913,36.52,277.235,2.811283157
914,36.56,277.2255,2.811114595
915,36.6,278.162,2.817108104
916,36.64,278.167,2.816974594
917,36.68,279.1225,2.823156334
918,36.72,279.1515,2.823375529
919,36.76,279.1595,2.82344565
920,36.8,279.1685,2.823623554
921,36.84,279.1735,2.823751523
922,36.88,279.1555,2.823598196
923,36.92,279.1275,2.823308086
924,36.96,279.1215,2.823114078
925,37,279.1355,2.823163842
926,37.04,280.0695,2.829240335
927,37.08,280.078,2.829397414
928,37.12,279.154,2.823421634
929,37.16,279.172,2.823717896
930,37.2,279.1715,2.8237742
931,37.24,279.155,2.823529412
932,37.28,279.162,2.823485801
933,37.32,280.093,2.829483441
934,37.36,280.1125,2.829706417
935,37.4,280.1105,2.829777019
936,37.44,280.123,2.830127661
937,37.48,280.1195,2.830110772
938,37.52,279.1725,2.823709249
939,37.56,280.087,2.8294562
940,37.6,280.1135,2.829629291
941,37.64,280.1245,2.829898355
942,37.68,280.159,2.830691772
943,37.72,279.216,2.824589377
944,37.76,279.179,2.824246266
945,37.8,278.1655,2.816988533
946,37.84,278.189,2.806146465
947,37.88,278.1895,2.805956245
948,37.92,278.204,2.806056239
949,37.96,278.204,2.806038652
950,38,278.218,2.806240931
951,38.04,279.1325,2.823096617
952,38.08,279.131,2.823205899
953,38.12,278.1785,2.817138732
954,38.16,278.1565,2.817000957
955,38.2,277.201,2.810723862
956,38.24,277.18,2.810450686
957,38.28,277.177,2.810413353
958,38.32,277.1825,2.81055571
959,38.36,277.191,2.810723594
960,38.4,277.2025,2.810922929
961,38.44,277.2045,2.810995149
962,38.48,277.216,2.811159023
963,38.52,277.208,2.811112672
964,38.56,276.254,2.804791366
965,38.6,276.2475,2.80472532
966,38.64,276.246,2.804615309
967,38.68,277.175,2.810311608
968,38.72,277.198,2.79933271
969,38.76,277.203,2.787898919
970,38.8,275.2695,2.742951125
971,38.84,274.2875,2.726017613
972,38.88,274.2745,2.725626329
973,38.92,273.3595,2.709939637
974,38.96,273.3485,2.709865481
975,39,274.266,2.725529425
976,39.04,274.2795,2.725793512
977,39.08,274.2815,2.725963565
978,39.12,274.2745,2.73616729
979,39.16,274.2875,2.736397965
980,39.2,274.2995,2.736627846
981,39.24,275.26,2.753343334
982,39.28,276.21,2.759585156
983,39.32,277.1885,2.776672831
984,39.36,278.1995,2.794615499
985,39.4,279.159,2.812291243
986,39.44,280.121,2.830120572
987,39.48,281.118,2.848597037
988,39.52,282.0835,2.866897202
989,39.56,283.091,2.885978295
990,39.6,286.983,2.962411105
991,39.64,288.875,2.988593339
992,39.68,288.9845,2.990429584
993,39.72,289.954,3.010072755
994,39.76,290.0375,3.011376679
995,39.8,291.899,3.037540006
996,39.84,291.944,3.038088855
997,39.88,292.916,3.058483313
998,39.92,292.9335,3.058794383
999,39.96,292.946,3.059193392
1000,40,293.876,3.079507501
1001,40.04,293.874,3.079706735
1002,40.08,294.8285,3.10086827
1003,40.12,295.781,3.122317335
1004,40.16,295.7985,3.122762763
1005,40.2,295.8415,3.137559925
1006,40.24,295.839,3.137634533
1007,40.28,295.8385,3.138001684
1008,40.32,295.828,3.138149859
1009,40.36,295.8175,3.138120329
1010,40.4,295.8045,3.138057274
1011,40.44,296.711,3.158761686
1012,40.48,296.72,3.158866435
1013,40.52,295.8345,3.138274112
1014,40.56,295.844,3.138195958
1015,40.6,295.8765,3.138423122
1016,40.64,296.759,3.144607569
1017,40.68,296.7665,3.144297605
1018,40.72,295.834,3.122720472
1019,40.76,295.8585,3.122782031
1020,40.8,295.808,3.107817883
1021,40.84,294.851,3.086465793
1022,40.88,294.825,3.071804277
1023,40.92,293.8535,3.050832257
1024,40.96,292.947,3.031342419
1025,41,292.878,3.030160089
1026,41.04,291.9005,3.023033714
1027,41.08,290.9645,3.003853239
1028,41.12,290.0315,2.997420852
1029,41.16,290.0135,2.997345032
1030,41.2,289.9835,2.997035267
1031,41.24,289.963,2.996708454
1032,41.28,289.926,2.995876431
1033,41.32,288.9925,2.976841623
1034,41.36,289.931,2.983010447
1035,41.4,288.9795,2.963155946
1036,41.44,288.969,2.950187279
1037,41.48,289.9265,2.956543598
1038,41.52,289.957,2.944076058
1039,41.56,290.9105,2.95044284
1040,41.6,290.9375,2.950708876
1041,41.64,290.9435,2.950755646
1042,41.68,291.9325,2.970426642
1043,41.72,292.889,2.98982292
1044,41.76,293.832,3.009265686
1045,41.8,292.886,3.002947462
1046,41.84,292.8645,3.002574465
1047,41.88,292.851,2.989443114
1048,41.92,291.898,2.970187132
1049,41.96,291.938,2.970583471
1050,42,293.841,2.996344848
1051,42.04,293.865,2.996602857
1052,42.08,293.8815,2.99689134
1053,42.12,294.782,3.015865309
1054,42.16,291.9285,2.983634405
1055,42.2,289.9275,2.969656311
1056,42.24,286.076,2.91819657
1057,42.28,284.1,2.880647403
1058,42.32,283.1315,2.873727714
1059,42.36,283.085,2.873240229
1060,42.4,282.136,2.855608537
1061,42.44,282.071,2.85480896
1062,42.48,282.039,2.854293707
1063,42.52,282.024,2.854018341
1064,42.56,282.024,2.854012247
1065,42.6,281.12,2.848124067
1066,42.64,281.103,2.847988009
1067,42.68,280.1775,2.830848551
1068,42.72,280.1635,2.83062548
1069,42.76,280.1075,2.829805233
1070,42.8,280.09,2.829427998
1071,42.84,279.191,2.812640197
1072,42.88,280.111,2.818530625
1073,42.92,280.1275,2.818702687
1074,42.96,281.0425,2.835475486
1075,43,281.0455,2.835567007
1076,43.04,280.119,2.818623887
1077,43.08,279.189,2.812403639
1078,43.12,279.143,2.81181686
1079,43.16,278.152,2.79404869
1080,43.2,275.2915,2.753901484
1081,43.24,275.2655,2.753484476
1082,43.28,274.2825,2.736580687
1083,43.32,274.276,2.736292189
1084,43.36,274.2535,2.736034359
1085,43.4,273.308,2.719907997
1086,43.44,272.3425,2.713654239
1087,43.48,272.331,2.713560314
1088,43.52,272.3185,2.713476271
1089,43.56,271.3405,2.707193618
1090,43.6,270.3715,2.700989937
1091,43.64,270.354,2.700933345
1092,43.68,269.398,2.694902671
1093,43.72,269.3795,2.694775617
1094,43.76,268.435,2.688780261
1095,43.8,267.483,2.673175263
1096,43.84,267.4625,2.67308366
1097,43.88,268.343,2.688127127
1098,43.92,267.4505,2.682581274
1099,43.96,267.451,2.682626763
1100,44,267.4475,2.682615329
1101,44.04,267.445,2.682594308
1102,44.08,267.4425,2.682562701
1103,44.12,267.4405,2.682555411
1104,44.16,267.441,2.682563849
1105,44.2,267.438,2.682550268
1106,44.24,267.4365,2.682577881
1107,44.28,267.439,2.682620075
1108,44.32,267.4395,2.682628514
1109,44.36,267.444,2.682656827
1110,44.4,267.4515,2.682719894
1111,44.44,267.454,2.682719743
1112,44.48,267.4575,2.682747057
1113,44.52,267.46,2.682773374
1114,44.56,267.463,2.682797542
1115,44.6,267.4685,2.682869205
1116,44.64,267.4725,2.682920844
1117,44.68,268.3635,2.688558835
1118,44.72,268.365,2.688573586
1119,44.76,268.369,2.688614692
1120,44.8,268.3655,2.688560795
1121,44.84,268.3665,2.68855115
1122,44.88,268.37,2.688583797
1123,44.92,268.3715,2.688593235
1124,44.96,268.3725,2.688604839
1125,45,268.375,2.688631194
1126,45.04,268.376,2.688605612
1127,45.08,268.378,2.688612883
1128,45.12,268.3795,2.688622321
1129,45.16,268.384,2.688666572
1130,45.2,268.3845,2.688685656
1131,45.24,268.3865,2.688719491
1132,45.28,268.387,2.688738576
1133,45.32,268.387,2.688722637
1134,45.36,268.3855,2.68873445
1135,45.4,268.3825,2.688710261
1136,45.44,268.3785,2.688653216
1137,45.48,268.374,2.688582403
1138,45.52,268.3745,2.688596174
1139,45.56,268.373,2.688592048
1140,45.6,268.3695,2.68855409
1141,45.64,268.3675,2.688530882
1142,45.68,268.3695,2.688559402
1143,45.72,268.3745,2.688612111
1144,45.76,268.3735,2.688531449
1145,45.8,268.384,2.688576264
1146,45.84,268.4035,2.688714888
1147,45.88,268.4035,2.68861927
1148,45.92,268.4125,2.688617462
1149,45.96,268.439,2.688757616
1150,46,269.3655,2.69463956
1151,46.04,269.3705,2.694649693
1152,46.08,269.3645,2.694601285
1153,46.12,267.5195,2.673450685
1154,46.16,267.469,2.673066758
1155,46.2,267.459,2.672988509
1156,46.24,267.4505,2.67288302
1157,46.28,267.4455,2.672794198
1158,46.32,267.463,2.672861802
1159,46.36,267.4975,2.673156071
1160,46.4,267.5195,2.673424515
1161,46.44,267.5205,2.673462175
1162,46.48,267.507,2.67334109
1163,46.52,267.492,2.673194928
1164,46.56,267.4825,2.673104108
1165,46.6,267.4765,2.673024719
1166,46.64,267.4765,2.673040416
1167,46.68,267.479,2.673071751
1168,46.72,267.481,2.673079028
1169,46.76,267.4815,2.673076923
1170,46.8,267.481,2.673094726
1171,46.84,267.482,2.673116679
1172,46.88,267.48,2.673104169
1173,46.92,267.479,2.673108379
1174,46.96,267.4755,2.673065556
1175,47,267.471,2.673026943
1176,47.04,267.4705,2.673013351
1177,47.08,267.472,2.673012269
1178,47.12,267.474,2.673019547
1179,47.16,267.4785,2.673052926
1180,47.2,267.472,2.672996572
1181,47.24,267.467,2.672949602
1182,47.28,267.4655,2.672934988
1183,47.32,267.4645,2.672933965
1184,47.36,267.4655,2.672950684
1185,47.4,267.4645,2.672939197
1186,47.44,267.475,2.673020569
1187,47.48,267.483,2.673081073
1188,47.52,267.492,2.673163531
1189,47.56,267.506,2.6732982
1190,47.6,267.5295,2.673502771
1191,47.64,269.358,2.694576384
1192,47.68,269.3755,2.694766445
1193,47.72,269.3935,2.694970334
1194,47.76,269.392,2.69501422
1195,47.8,269.39,2.695038964
1196,47.84,269.397,2.695147006
1197,47.88,269.4035,2.695219907
1198,47.92,269.3975,2.695166152
1199,47.96,269.3965,2.695143859
1200,48,269.4075,2.695314417
1201,48.04,269.397,2.695152339
1202,48.08,269.397,2.69512034
1203,48.12,269.402,2.695125136
1204,48.16,269.4055,2.695131159
1205,48.2,269.418,2.695263145
1206,48.24,269.435,2.69541812
1207,48.28,270.357,2.701139517
1208,48.32,270.362,2.701085349
1209,48.36,270.3585,2.701004464
1210,48.4,270.3555,2.700889276
1211,48.44,270.353,2.700841446
1212,48.48,270.3575,2.700875107
1213,48.52,270.3655,2.700925437
1214,48.56,270.376,2.701018248
1215,48.6,271.3265,2.707046463
1216,48.64,271.337,2.707117893
1217,48.68,271.3415,2.707130094
1218,48.72,271.3505,2.707202829
1219,48.76,272.297,2.713157737
1220,48.8,272.3075,2.713229188
1221,48.84,272.323,2.713332096
1222,48.88,273.274,2.71933158
1223,48.92,273.2845,2.719386824
1224,48.96,273.29,2.719399792
1225,49,273.3005,2.719530763
1226,49.04,273.3065,2.719595562
1227,49.08,273.304,2.719563603
1228,49.12,273.307,2.719593298
1229,49.16,273.312,2.719624757
1230,49.2,273.309,2.719546377
1231,49.24,274.2395,2.72538984
1232,49.28,274.2285,2.72521209
1233,49.32,272.3875,2.703880823
1234,49.36,272.375,2.703674746
1235,49.4,272.374,2.703657835
1236,49.44,272.3745,2.703671618
1237,49.48,272.3685,2.703602122
1238,49.52,272.352,2.703419009
1239,49.56,272.327,2.703198732
1240,49.6,272.3505,2.703558796
1241,49.64,273.2705,2.71921221
1242,49.68,272.2985,2.713107896
1243,49.72,271.336,2.707004206
1244,49.76,270.428,2.691628743
1245,49.8,271.363,2.697222717
1246,49.84,272.318,2.703073209
1247,49.88,272.3555,2.703323713
1248,49.92,273.2935,2.709259491
1249,49.96,273.308,2.709376906
1250,50,273.313,2.709290581
1251,50.04,273.302,2.709104212
1252,50.08,273.317,2.709128542
1253,50.12,274.2235,2.714759613
1254,50.16,274.232,2.714769874
1255,50.2,274.237,2.714827946
1256,50.24,274.24,2.71486279
1257,50.28,274.2275,2.714859689
1258,50.32,273.3005,2.709121552
1259,50.36,273.301,2.709247602
1260,50.4,273.313,2.709370759
1261,50.44,273.32,2.709435921
1262,50.48,273.336,2.709573413
1263,50.52,273.334,2.709555558
1264,50.56,273.3315,2.709507846
1265,50.6,273.3405,2.709617598
1266,50.64,273.361,2.709890192
1267,50.68,274.276,2.725538059
1268,50.72,274.2965,2.725933057
1269,50.76,274.299,2.726095411
1270,50.8,274.3005,2.726180887
1271,50.84,275.2265,2.742276199
1272,50.88,275.237,2.742590869
1273,50.92,275.25,2.74281662
1274,50.96,276.2005,2.759429365
1275,51,276.2265,2.759830405
1276,51.04,278.18,2.794316086
1277,51.08,280.085,2.817960543
1278,51.12,281.058,2.835618675
1279,51.16,281.1145,2.836263517
1280,51.2,281.167,2.837248509
1281,51.24,282.129,2.854903714
1282,51.28,283.087,2.861802039
1283,51.32,283.1225,2.862347845
1284,51.36,284.0795,2.880306325
1285,51.4,287.008,2.936881034
1286,51.44,288.047,2.957286475
1287,51.48,289.964,2.99604871
1288,51.52,290.941,3.003387858
1289,51.56,290.989,3.004353262
1290,51.6,291.902,3.02341573
1291,51.64,291.929,3.023988713
1292,51.68,291.959,3.024617817
1293,51.72,291.967,3.024855834
1294,51.76,292.889,3.044272124
1295,51.8,292.9015,3.044537748
1296,51.84,292.9255,3.044976491
1297,51.88,293.891,3.065327922
1298,51.92,293.907,3.065636333
1299,51.96,293.9145,3.065790676
1300,52,293.9315,3.066106204
1301,52.04,294.843,3.072331243
1302,52.08,293.8935,3.065294692
1303,52.12,292.9365,3.044774921
1304,52.16,293.8455,3.050776425
1305,52.2,292.9405,3.031543871
1306,52.24,291.9835,3.024738572
1307,52.28,291.965,3.024497975
1308,52.32,291.939,3.024015946
1309,52.36,291.901,3.023556081
1310,52.4,290.937,3.016579736
1311,52.44,289.9695,2.997103895
1312,52.48,288.9935,2.990025547
1313,52.52,288.885,2.98879224
1314,52.56,286.049,2.956606348
1315,52.6,285.0475,2.949462619
1316,52.64,284.0325,2.929444092
1317,52.68,282.1035,2.903815006
1318,52.72,281.1415,2.885008649
1319,52.76,281.1205,2.872613608
1320,52.8,280.17,2.854589143
1321,52.84,280.178,2.854316821
1322,52.88,281.1395,2.860544915
1323,52.92,282.0765,2.866739684
1324,52.96,282.092,2.866922568
1325,53,282.1065,2.867092671
1326,53.04,282.11,2.867072586
1327,53.08,282.102,2.866766368
1328,53.12,282.112,2.855407978
1329,53.16,282.079,2.854593271
1330,53.2,281.1725,2.837518584
1331,53.24,281.1585,2.837114938
1332,53.28,281.1645,2.837124133
1333,53.32,281.165,2.837097391
1334,53.36,281.1515,2.836997181
1335,53.4,281.133,2.836888307
1336,53.44,281.1175,2.836805034
1337,53.48,280.164,2.830287906
1338,53.52,280.1185,2.829709754
1339,53.56,279.1795,2.812559649
1340,53.6,279.175,2.812265697
1341,53.64,279.172,2.812063896
1342,53.68,279.1335,2.80068703
1343,53.72,279.101,2.800099969
1344,53.76,279.105,2.800125768
1345,53.8,280.069,2.817738706
1346,53.84,279.1705,2.812271779
1347,53.88,280.079,2.829362125
1348,53.92,278.1985,2.81741184
1349,53.96,277.242,2.811382146
1350,54,276.2505,2.804691864
1351,54.04,276.2285,2.804477412
1352,54.08,276.2205,2.804307284
1353,54.12,276.205,2.803976252
1354,54.16,275.291,2.787325352
1355,54.2,275.281,2.787068985
1356,54.24,276.2195,2.79301022
1357,54.28,276.2295,2.792964566
1358,54.32,277.1895,2.799230819
1359,54.36,277.2155,2.799539754
1360,54.4,277.2205,2.799770825
1361,54.44,276.258,2.793562838
1362,54.48,276.2255,2.793119006
1363,54.52,276.2185,2.792858256
1364,54.56,277.1855,2.799105593
1365,54.6,277.2155,2.799469666
1366,54.64,277.2345,2.799838346
1367,54.68,277.23,2.799885085
1368,54.72,277.214,2.799728626
1369,54.76,277.206,2.799577381
1370,54.8,277.1865,2.799135438
1371,54.84,277.191,2.799077067
1372,54.88,278.1485,2.805297472
1373,54.92,278.158,2.805341554
1374,54.96,279.1135,2.811666542
1375,55,279.131,2.811950665
1376,55.04,278.2245,2.806300721
1377,55.08,278.212,2.806254748
1378,55.12,278.1845,2.805994131
1379,55.16,277.222,2.799681251
1380,55.2,277.184,2.799107534
1381,55.24,276.219,2.792710233
1382,55.28,276.2315,2.782012244
1383,55.32,276.2565,2.782219513
1384,55.36,277.204,2.788268688
1385,55.4,276.252,2.770948324
1386,55.44,278.149,2.794029341
1387,55.48,278.183,2.794561154
1388,55.52,279.1245,2.811626232
1389,55.56,279.116,2.811635733
1390,55.6,278.164,2.805304336
1391,55.64,276.2325,2.77059063
1392,55.68,276.217,2.759736247
1393,55.72,277.1865,2.776756812
1394,55.76,278.1715,2.794377
1395,55.8,279.1095,2.811499482
1396,55.84,278.177,2.805429717
1397,55.88,277.2205,2.788202093
1398,55.92,276.2305,2.770481349
1399,55.96,276.2095,2.759604389
1400,56,276.2255,2.759852064
1401,56.04,278.1575,2.794292478
1402,56.08,278.182,2.805596934
1403,56.12,278.157,2.80531163
1404,56.16,276.2375,2.770883751
1405,56.2,275.2345,2.753197656
1406,56.24,273.336,2.720111261
1407,56.28,273.3195,2.719893781
1408,56.32,274.247,2.725561876
1409,56.36,274.2345,2.725342099
1410,56.4,274.2265,2.72513439
1411,56.44,273.3255,2.709716262
1412,56.48,273.3145,2.70952448
1413,56.52,273.29,2.709200186
1414,56.56,272.3375,2.70304605
1415,56.6,272.318,2.70299333
1416,56.64,271.338,2.696721465
1417,56.68,270.362,2.690565519
1418,56.72,269.3765,2.684292632
1419,56.76,268.4115,2.678237926
1420,56.8,268.371,2.677848321
1421,56.84,268.366,2.677748881
1422,56.88,268.3695,2.677702587
1423,56.92,268.382,2.677822685
1424,56.96,268.3945,2.67795328
1425,57,269.3225,2.683676021
1426,57.04,269.328,2.683694616
1427,57.08,269.335,2.683743639
1428,57.12,268.4435,2.668853937
1429,57.16,268.429,2.66867043
1430,57.2,268.416,2.668496267
1431,57.24,268.4065,2.668369805
1432,57.28,268.4215,2.668504527
1433,57.32,268.4325,2.668661068
1434,57.36,268.4435,2.668822813
1435,57.4,269.3495,2.683829022
1436,57.44,269.357,2.683933807
1437,57.48,269.3705,2.684086639
1438,57.52,269.381,2.684278645
1439,57.56,269.391,2.68445702
1440,57.6,269.4075,2.684665531
1441,57.64,270.355,2.69070147
1442,57.68,269.4365,2.685152466
1443,57.72,269.447,2.685313001
1444,57.76,270.4005,2.691435559
1445,57.8,271.3145,2.706874316
1446,57.84,271.3365,2.707184563
1447,57.88,271.362,2.70752764
1448,57.92,271.3785,2.70776579
1449,57.96,272.3285,2.723930885
1450,58,272.342,2.724201896
1451,58.04,272.3445,2.724245014
1452,58.08,274.262,2.747041943
1453,58.12,275.245,2.764221389
1454,58.16,276.2225,2.770674077
1455,58.2,277.2205,2.788184791
1456,58.24,279.1175,2.811586678
1457,58.28,279.1605,2.812100991
1458,58.32,279.2045,2.812745499
1459,58.36,281.045,2.83564167
1460,58.4,281.0945,2.836396777
1461,58.44,281.1305,2.836979995
1462,58.48,282.0555,2.854164475
1463,58.52,282.095,2.854747244
1464,58.56,282.112,2.855121258
1465,58.6,282.144,2.855734384
1466,58.64,283.049,2.872995811
1467,58.68,283.062,2.873304964
1468,58.72,283.082,2.873703928
1469,58.76,284.0205,2.891836714
1470,58.8,284.091,2.904778188
1471,58.84,285.059,2.92379307
1472,58.88,286.955,2.949641094
1473,58.92,287.0155,2.962888368
1474,58.96,287.947,2.982157301
1475,59,287.9325,2.982057486
1476,59.04,287.922,2.982053427
1477,59.08,287.0305,2.976508219
1478,59.12,287.036,2.976804727
1479,59.16,287.0615,2.977279928
1480,59.2,287.968,2.995945286
1481,59.24,287.983,2.996367506
1482,59.28,287.998,2.996665269
1483,59.32,287.981,2.996588936
1484,59.36,286.0665,2.983377475
1485,59.4,286.055,2.983627815
1486,59.44,285.111,2.977328525
1487,59.48,285.1155,2.977400875
1488,59.52,285.129,2.977487646
1489,59.56,286.0445,2.996430017
1490,59.6,286.9975,3.002990554
1491,59.64,286.0945,2.984135626
1492,59.68,287.0405,2.99053071
1493,59.72,286.0595,2.983322067
1494,59.76,286.994,2.989242616
1495,59.8,287.9565,2.995837911
1496,59.84,288.908,3.002328708
1497,59.88,288.94,3.002508854
1498,59.92,289.863,3.008884854
1499,59.96,288.9785,2.990449951
1500,60,288.9665,2.990058882
